address,latitude,longitude
"43, Rue de la Paroisse 78000 Versailles France",48.8074,2.12993
"13, Rue de Terre Neuve 35400 Saint-Malo France",48.6352,-2.01331
"1, Chemin du Buisson Guérin 78750 Mareil-Marly France",48.8871,2.07507
"4, Avenue de Verdun 59300 Valenciennes France",50.3536,3.5305
"24, Rue Saint-Joseph 20200 Bastia France",42.6911,9.44602
"4, Rue des Tuiliers 44860 Pont-Saint-Martin France",47.1135,-1.54242
"8, Place Clemenceau 47190 Aiguillon France",44.3021,0.338255
"6, Rue Thomas Edison 33160 Saint-Médard-en-Jalles France",44.8973,-0.765225
"17, Avenue du Colonel Bonnet 75016 Paris France",48.8558,2.2776
"9, Rue Moncey 75009 Paris France",48.8799,2.3303
"14, Rue de la Beaune 93100 Montreuil France",48.8623,2.43623
"3, Rue Jean Zay 42270 Saint-Priest-en-Jarez France",45.469,4.38429
"59, Promenade Georges Pompidou 13008 Marseille France",43.2646,5.37399
"33, Rue de Bruebach 68100 Mulhouse France",47.7402,7.34644
"21, Rue Alphonse de Saintonge 17000 La Rochelle France",46.1639,-1.19845
"2, Rue Jean Perrin 85300 Challans France",46.8352,-1.87954
"2, Boulevard de Louvain 13008 Marseille France",43.2762,5.39047
", Allée des Grès Roses 83400 Hyères France",43.1236,6.14849
", Rue du Chevron d'Or 47300 Pujols France",44.3905,0.709157
"143, Avenue Charles de Gaulle 92200 Neuilly-sur-Seine France",48.8826,2.266
"162, Rue Etchenique 33200 Bordeaux France",44.8396,-0.611942
"34, Chemin d'Apollon 95320 Saint-Leu-la-Forêt France",49.0197,2.25215
"4, Place de l'Église 71390 Buxy France",46.7136,4.69476
", Saint-Grégoire 35760 Saint-Grégoire France",48.1495,-1.68034
", Centre Performance Alphasis 35760 Saint-Grégoire France",48.1542,-1.69734
", Rue du General Lambert  Saint-Leu Réunion",-21.1741,55.2878
"37, Rue le Brun 75013 Paris France",48.835,2.35355
"32, Boulevard du Président Poincaré 67000 Strasbourg France",48.5899,7.74144
"51, Rue du Général de Gaulle 59133 Phalempin France",50.512,3.01694
",  74540 Cusy France",45.7664,6.02695
"40, Route des Allées 17310 Saint-Pierre-d'Oléron France",45.9378,-1.30404
"19, Avenue des Lilas 95120 Ermont France",48.9928,2.25291
"16, Rue Frédéric Japy 25200 Montbéliard France",47.5028,6.81932
"3, Rue de Manyaques 66100 Perpignan France",42.6761,2.91013
"27, Rue Charles Montaland 69100 Villeurbanne France",45.7627,4.88212
"16, Allée des Grès Roses 83400 Hyères France",43.1238,6.15026
"24, Route d'Irigny 69530 Brignais France",45.6729,4.76801
"83, Allées Charles de Fitte 31300 Toulouse France",43.599,1.42971
"61, Rue Jean Macé 24100 Bergerac France",44.8582,0.506318
"2, Rue Boisgelin 13430 Eyguières France",43.6947,5.03042
", Rue de la Prairie  Bailly-Romainvilliers France",48.8474,2.82883
"5, Rue de la Prairie 77580 Bailly-Romainvilliers France",48.8473,2.82845
"92, Rue Jeanne d'Arc 76000 Rouen France",49.4457,1.09293
"5, Rue de la Prairie 77700 Bailly-Romainvilliers France",48.8474,2.82852
"113, Avenue Victor Hugo 92170 Vanves France",48.8265,2.29327
", Rue Jean Bernard Rousseau   Réunion",-21.0124,55.2674
"2, Rue Meissonier 75017 Paris France",48.8825,2.30447
",  81500 Lavaur France",43.6992,1.8207
"16, Rue Cavendish 75019 Paris France",48.8828,2.3804
"40, Rue de l'Industrie  Baie Mahault Guadeloupe",16.2372,-61.5563
", Rue de l'Industrie  Baie Mahault Guadeloupe",16.2374,-61.5596
"10, Rue Saint-Michel 31340 Villemur-sur-Tarn France",43.8656,1.50439
"77, Route de Lombez 31830 Plaisance-du-Touch France",43.5587,1.27897
"8, Rue de l'Isly 75009 Paris France",48.8749,2.32563
"49, Avenue du Général de Gaulle 94500 Champigny-sur-Marne France",48.8217,2.48931
"11, Avenue de Strasbourg 68350 Didenheim France",47.7257,7.29234
"5, Rue Maurice Thorez 78190 Trappes France",48.7796,1.99257
", Avenue du Golf 34670 Baillargues France",43.6507,4.00321
"28, Rue Jean Jullien Davin 26000 Valence France",44.9033,4.89857
"52, Faubourg de Montbéliard 90000 Belfort France",47.6323,6.85662
"9, Rue du Trésor 75004 Paris France",48.8571,2.35761
"16, Rue Parmentier 93220 Gagny France",48.8838,2.53253
"64, Rue de Monceau 75008 Paris France",48.8787,2.31311
"145, Rue du 12 Régiment de Zouaves 84000 Avignon France",43.9296,4.77691
", Avenue Georges Frêche  Pérols France",43.573,3.94533
"1, Avenue du Gén de Gaulle 68150 Ribeauvillé France",48.1915,7.3254
"175, Avenue d'Alsace 68000 Colmar France",48.0672,7.36488
"43, Avenue d'Italie 80090 Amiens France",49.8713,2.28133
"147, Avenue Marcel Mérieux 69530 Brignais France",45.6882,4.76894
"92, Cours Saint-Louis 33300 Bordeaux France",44.8594,-0.568847
"38, Avenue de l'Hers 31500 Toulouse France",43.6139,1.48117
"31, Rue de Finlande 81000 Albi France",43.9239,2.13481
"66, Rue Saint-Jacques 13006 Marseille France",43.288,5.3761
"29, Boulevard Paul Doumer 51100 Reims France",49.2493,4.02647
", Route du Quinquis Leck 29800 Landerneau France",48.4639,-4.26413
"38, Rue des Blancs Manteaux 75004 Paris France",48.8597,2.35529
", Rue Louis Delage 26200 Montélimar France",44.54,4.73436
",  13590 Meyreuil France",43.4916,5.52543
"19, Rue de la République 67720 Hœrdt France",48.6995,7.78696
"21, Rue de la République 91800 Brunoy France",48.6993,2.50542
", Rue du Port 72100 Le Mans France",48.0027,0.193415
"178, Rue du Temple 75003 Paris France",48.8667,2.36286
"20, Rue du 14 Juillet 09100 Saint-Jean-du-Falga France",43.0761,1.62712
"9, Square de Liège 54500 Vandœuvre-lès-Nancy France",48.668,6.1687
"7, Rue Sainte-Odile 67300 Schiltigheim France",48.6079,7.74432
",  20244 Cambia France",42.3651,9.29301
"19a, Rue de la République 67720 Hœrdt France",48.6995,7.78711
"90, Route de la Reine 92100 Boulogne-Billancourt France",48.8401,2.23841
"1, Rue du Faubourg Saint-Honoré 75008 Paris France",48.8683,2.3229
"54, Rue de la République 69002 Lyon France",45.7592,4.83482
"1, Rue des Jacobins 24000 Périgueux France",45.1872,0.714253
"113, Quai Jean Péridier 34070 Montpellier France",43.5969,3.84163
"16, Rue Gabriel Voisin 51100 Reims France",49.231,4.06539
"104, Avenue Dussap 83000 Toulon France",43.1217,5.94447
"4, Allée Jean Paul Sartre 77186 Noisiel France",48.8439,2.61811
"188, Grande Rue Charles de Gaulle 94130 Nogent-sur-Marne France",48.8382,2.49355
"850, Rue Etienne Lenoir 30900 Nîmes France",43.8094,4.33411
", Avenue Berthelot 83160 La Valette-du-Var France",43.1374,6.00223
"46, Avenue du Général de Gaulle 91550 Paray-Vieille-Poste France",48.7051,2.35484
"133, Avenue d'Italie 75013 Paris France",48.821,2.35949
"7, Rue Principale 71530 Crissey France",46.812,4.86899
"7, Rue Paul Langevin 54320 Maxéville France",48.7035,6.13022
"3, Avenue des Volcans 63780 Saint-Georges-de-Mons France",45.9383,2.84122
"24, Place d'Avesnières 53000 Laval France",48.0593,-0.763235
"6, Rue Allard 94160 Saint-Mandé France",48.841,2.41694
"108, Rue de l'Hostellerie 30900 Nîmes France",43.8141,4.34535
"86, Avenue de Wagram 75017 Paris France",48.8826,2.3018
"12, Rue Louise Michel 92300 Levallois-Perret France",48.8876,2.28548
"1, Route de Saint-Leu 95600 Eaubonne France",48.9956,2.2735
"7, Rue Samuel Lubin  Cayenne Guyane française",4.94204,-52.324
"41, Avenue des Tilleuls 91300 Massy France",48.7278,2.23742
"17, Rue Jeanne Braconnier 92360 Meudon France",48.7902,2.21247
",  20167 Afa France",41.9839,8.79683
"154, Boulevard Haussmann 75008 Paris France",48.8753,2.31138
"64, Boulevard de Reuilly 75012 Paris France",48.8396,2.39824
"161, Boulevard Lefebvre 75015 Paris France",48.8292,2.30065
"8, Rue de Ressons 60420 Méry-la-Bataille France",49.5472,2.62922
"980, Avenue Eloi Ducom 40000 Mont-de-Marsan France",43.891,-0.484471
"1, Rue Georges Auric 83400 Hyères France",43.115,6.12805
", Avenue Pierre Gilles de Gennes 83160 La Valette-du-Var France",43.141,6.00765
"43, Rue de Saint-Louis 68330 Huningue France",47.5899,7.57269
"46, Avenue Roger Salengro 68100 Mulhouse France",47.7504,7.34666
",  90000 Belfort France",47.6438,6.84371
"14 bis, Rue du Maréchal Foch 77780 Bourron-Marlotte France",48.3397,2.6977
"78, Avenue Tolosane 31520 Ramonville-Saint-Agne France",43.5426,1.47811
"69, Boulevard Pereire 75017 Paris France",48.887,2.30388
"2b, Rue P Dreyfus Schmidt 90000 Belfort France",47.6401,6.85992
",  62150 Houdain France",50.454,2.53912
"1, Cour du Havre 75008 Paris France",48.8764,2.3257
"35, Rue Saint-Georges 75009 Paris France",48.877,2.337
"7B, Avenue Balzac 94210 Saint-Maur-des-Fossés France",48.7942,2.51467
"143, Boulevard Haussmann 75008 Paris France",48.8749,2.31203
"140, Avenue Franklin Roosevelt 69500 Bron France",45.7336,4.90804
"22, Place du Général Catroux 75017 Paris France",48.8833,2.31005
", Place du 8 Mai 83340 Le Luc France",43.3916,6.31859
", Le Clos de Saint-Jean 50320 Saint-Jean-des-Champs France",48.8355,-1.46349
"9, Rue du Peintre Sisley 77250 Veneux-les-Sablons France",48.379,2.78457
"7, Rue Saint-Martin 45330 Le Malesherbois France",48.2963,2.41614
"4, Rue du Guinebert 77140 Saint-Pierre-lès-Nemours France",48.2713,2.6779
",  77140 Saint-Pierre-lès-Nemours France",48.2662,2.68112
", Rue du Clos Saint-Jean 77140 Saint-Pierre-lès-Nemours France",48.2703,2.67869
", Rue de l'Hôtel de ville 07100 Annonay France",45.24,4.66711
"36, Rue Lamartine 06000 Nice France",43.7045,7.26794
"78, Boulevard de la République 92210 Saint-Cloud France",48.8464,2.21434
", Chemin de Soriech 34970 Lattes France",43.5797,3.92179
"22, Avenue de Paris 95600 Eaubonne France",48.9925,2.28407
"24, Rue Jean Cocteau 97400 Sainte-Clotilde Réunion",-20.8876,55.4667
", Rue Joseph De Souvile   Réunion",-21.3782,55.6183
", Rue de la Piscine 97400 Sainte-Clotilde Réunion",-20.886,55.4728
", Rue Jules Thirel   Réunion",-20.9878,55.2982
",  07130 Saint-Péray France",44.9448,4.8419
",  07130 Saint-Péray France",44.9478,4.85037
"9, Rue de Saint-André 62870 Campagne-lès-Hesdin France",50.3996,1.87868
"7, Avenue de Vendargues 34830 Jacou France",43.6595,3.91287
"20, Rue de l'Avre 75015 Paris France",48.8479,2.29743
", Rue Ferdinand Forest  Baie Mahault Guadeloupe",16.2402,-61.5651
"37, Avenue Louis Cancel 34270 Saint-Mathieu-de-Tréviers France",43.7673,3.86707
"7, Rue des Reculettes 75013 Paris France",48.832,2.35162
"50, Boulevard Alexandre Martin 45000 Orléans France",47.9062,1.90876
"1, Rue Berteaux Dumas 92200 Neuilly-sur-Seine France",48.8809,2.27438
"22, Rue Gustave Eiffel 78300 Poissy France",48.9461,2.06373
"47, Avenue Hector Berlioz  Kourou Guyane française",5.16613,-52.6474
"26, Rue Camille Enlart 62200 Boulogne-sur-Mer France",50.7212,1.61687
"6, Rue des Boers 06100 Nice France",43.7173,7.25872
"3, Rue de Courbiac 17100 Saintes France",45.7532,-0.630584
"16, Rue des Murlins 45000 Orléans France",47.909,1.89978
"31, Rue des Soupirants 62100 Calais France",50.9488,1.85126
"7, Rue de la Fontaine 56890 Saint-Avé France",47.6825,-2.73632
"3, Route d'Enco de Botte 13012 Marseille France",43.3133,5.46534
"8, Rue de Paris 23000 Guéret France",46.1717,1.86869
"2, Rue Léon Patoux 51100 Reims France",49.2353,4.0663
", Allee De La Piscine  Saint-Pierre Réunion",-21.3312,55.4716
"24, Avenue André Roussin 13016 Marseille France",43.3562,5.33838
"5, Rue de Sétubal 60000 Beauvais France",49.4396,2.10576
"26, Rue Rennequin 75017 Paris France",48.8817,2.29846
"5, Rue Gounod 75017 Paris France",48.8829,2.30058
"231, Rue de l'Innovation 24660 Coulounieix-Chamiers France",45.1447,0.696265
"21, Allée des Paons 40130 Capbreton France",43.6343,-1.44691
", Boulevard du Four À Chaud 06110 Le Cannet France",43.5695,7.00214
"11, Rue du Parc 67205 Oberhausbergen France",48.6027,7.68189
"217, Avenue de la Victoire du 8 Mai 1945 83000 Toulon France",43.1309,5.92905
"1, Rue des Quatre Chapeaux 69002 Lyon France",45.7628,4.83461
"83, Rue Chardon Lagache 75016 Paris France",48.8409,2.26378
"1, Rue de l'Origan 62000 Arras France",50.3024,2.73216
"7, Rue Catulle Mendès 75017 Paris France",48.8865,2.29111
"26, Avenue de Verdun 42000 Saint-Étienne France",45.4666,4.37741
"68, Avenue Paul Painlevé 24100 Bergerac France",44.8395,0.488885
"1, Rue des Chevaliers de Malte 34970 Lattes France",43.5715,3.90017
"67, Avenue Victor Hugo 16100 Cognac France",45.6912,-0.322455
", Place du Forum 34170 Castelnau-le-Lez France",43.6448,3.924
"24, Avenue des Tignes 06110 Le Cannet France",43.5655,7.01514
"29, Boulevard Richard-Lenoir 75011 Paris France",48.8574,2.37047
"41, Rue du Général Leclerc 93220 Gagny France",48.8871,2.53606
"1, Rue de la Presse 42100 Saint-Étienne France",45.4589,4.39633
"3, Rue du Pont de l'Aveugle 64600 Anglet France",43.499,-1.49417
"8, Rue du Château 37550 Saint-Avertin France",47.3673,0.745741
", Moudong Nord  Baie Mahault Guadeloupe",16.2507,-61.5881
"11, Square de Mondovi 78150 Le Chesnay France",48.8276,2.13278
"18, Rue de Charonne 75011 Paris France",48.8528,2.37471
"36, Avenue du Parc Pereire 33120 Arcachon France",44.6588,-1.18531
"32, Rue Chapsal 94340 Joinville-le-Pont France",48.8231,2.4656
"82, Rue Denis Papin 40990 Saint-Paul-lès-Dax France",43.7576,-1.0625
"6, Rue Simone Bigot 93360 Neuilly-Plaisance France",48.8613,2.49896
"35, Rue de Cahors 24200 Sarlat-la-Canéda France",44.8841,1.21634
",  20270 Aghione France",42.1072,9.41826
"184, Avenue Charles de Gaulle 92200 Neuilly-sur-Seine France",48.8858,2.25828
"12, Rue de l'Artisanat 62300 Lens France",50.4409,2.80595
"28, Rue Jean Bertin 45430 Chécy France",47.9026,2.03329
",  37550 Saint-Avertin France",47.3679,0.726905
"72, Rue de Monceau 75008 Paris France",48.8796,2.31504
", Place Lucien Saint 31440 Marignac France",42.9138,0.65794
"1, Place François Mitterrand 31240 Saint-Jean France",43.6653,1.50585
"6, Rue Georges Courteline 31100 Toulouse France",43.5912,1.41564
"24, Rue de la République 31620 Fronton France",43.8411,1.38924
"6, Rue Maurice Roy 18000 Bourges France",47.0808,2.41454
"86, Boulevard Flandrin 75116 Paris France",48.8699,2.27539
"5, Rue Guy Môquet 38130 Échirolles France",45.1443,5.72613
"9, Rue du Comté de Mons 37300 Joué-lès-Tours France",47.3521,0.659206
"8, Rue Casanova d'Aracciani 20110 Propriano France",41.6731,8.90332
",  77250 Moret-Loing-et-Orvanne France",48.3604,2.82689
"113, Avenue du Général de Gaulle 94500 Champigny-sur-Marne France",48.8236,2.49563
"209, Avenue du Général de Gaulle 33290 Blanquefort France",44.9284,-0.635173
"3, Quai Kléber 67000 Strasbourg France",48.5865,7.74185
"40, Boulevard Victor Hugo 06000 Nice France",43.699,7.26153
"42, Chemin des Myosotis   Mayotte",-21.2805,55.4438
"2, Quai de Dogneville 88000 Épinal France",48.1795,6.44922
"40, Rue Paul Séjourné 66000 Perpignan France",42.6945,2.92259
"38, Rue Célestin Freppaz 73700 Séez France",45.623,6.79896
"25, Rue Saint Charles 67300 Schiltigheim France",48.6051,7.7417
"202, Quai de Clichy 92110 Clichy France",48.9125,2.31422
"48, Boulevard des Coquibus 91000 Évry France",48.6248,2.43027
"49, Route de Valmondois 95690 Nesles-la-Vallée France",49.1154,2.17596
",  18000 Bourges France",47.081,2.39878
"22, Quai de Dogneville 88000 Épinal France",48.1811,6.44764
"2, Rue du Général de Gaulle 59263 Houplin-Ancoisne France",50.5751,2.99277
",  95690 Nesles-la-Vallée France",49.1288,2.16967
"37, Rue Henri Tariel 92130 Issy-les-Moulineaux France",48.8215,2.26848
"6, Rue Girardin 13007 Marseille France",43.2898,5.35868
"7, Avenue Pierre Verdier 34500 Béziers France",43.3456,3.23695
"19, Rue des Entrepreneurs 78420 Carrières-sur-Seine France",48.9141,2.19696
"28, Rue Chapsal 94340 Joinville-le-Pont France",48.8231,2.46569
"62, Avenue Henri Ginoux 92120 Montrouge France",48.8177,2.32193
"4, Rue Sainte-Sophie 78000 Versailles France",48.8096,2.13275
"4, Rue de l'Abreuvoir 92400 Courbevoie France",48.8907,2.25597
"32, Rue de Vilgénis 91300 Massy France",48.7315,2.24312
", Résidence Windsor 91300 Massy France",48.7305,2.24837
", Boulevard De La Marne  Fort-de-France Martinique",14.6047,-61.0834
"10, Place de l'Église Saint-Augustin 33000 Bordeaux France",44.8323,-0.611202
"270, Chemin de la Cristole 84140 Avignon France",43.9272,4.85134
"41, Rue Beauregard 75002 Paris France",48.8697,2.3515
"15, Avenue Roger Salengro 17440 Aytré France",46.1409,-1.13668
", Impasse Gustave Courbet   Réunion",-21.2617,55.5208
"5, Rue du Colibri 59650 Villeneuve-d'Ascq France",50.6391,3.14985
"6, Avenue Konrad Adenauer 68390 Sausheim France",47.777,7.38248
"20, Rue du Bois Chaland 91090 Lisses France",48.603,2.43364
"27, Avenue du Prado 13006 Marseille France",43.2842,5.3852
"3, Boulevard de l'Yerres 91000 Évry France",48.6147,2.4339
"6, Cours Richard Vitton 69003 Lyon France",45.7541,4.88516
"535, Rue Raymond Recouly 34070 Montpellier France",43.5761,3.86097
"18, Rue Buffon 21200 Beaune France",47.0069,4.847
"11, Rue Caumont Breon 21700 Nuits-Saint-Georges France",47.14,4.94958
"16, Rue de Champ Fleuri 72190 Coulaines France",48.029,0.198636
"6, Rue des Terres du Sud 34990 Juvignac France",43.6172,3.78902
", Chemin de la Fenouillette 83170 Brignoles France",43.4157,6.07513
"52, Rue de Marclan 31600 Muret France",43.48,1.3331
"27, Rue d'Anjou 92600 Asnières-sur-Seine France",48.9052,2.28237
"28, Rue de Belfort 25400 Audincourt France",47.4845,6.84115
"380, Avenue du Général de Gaulle 06700 Saint-Laurent-du-Var France",43.6657,7.19393
"338, Avenue du Vallon Vert 13190 Allauch France",43.3381,5.46123
"54, Cours de la Libération 33000 Bordeaux France",44.8326,-0.580143
"1, Rue Camille Desmoulins 92300 Levallois-Perret France",48.8886,2.28465
"15, Rue Lafayette 94210 Saint-Maur-des-Fossés France",48.8025,2.5155
"287, Rue Barthélemy Thimonnier 69530 Brignais France",45.6866,4.76642
"36, Rue Paul Henri Charles Spaak 26000 Valence France",44.9217,4.93015
"14, Rue Scandicci 93500 Pantin France",48.8921,2.39867
"529, Avenue Roger Salengro 59450 Sin-le-Noble France",50.3605,3.09783
"7, Rue de Verjoulot 70190 Neuvelle-lès-Cromary France",47.4155,6.07251
", Chemin de la Bretèque  Bois-Guillaume France",49.4815,1.1095
"6, Rue de la Cornouaille 44300 Nantes France",47.2424,-1.53662
"2, Avenue de Paris 45000 Orléans France",47.9073,1.90424
"108, Allee du Quebec 76230 Bois-Guillaume France",49.4756,1.11082
", Rue la Motte Picquet 33300 Bordeaux France",44.8725,-0.562517
"2, Rue de la Chapelle 91310 Montlhéry France",48.6384,2.27178
"25, Avenue Pasteur 87700 Aixe-sur-Vienne France",45.7956,1.13018
"29, Rue J J Henner 68130 Altkirch France",47.622,7.23744
"139, Avenue du Maréchal Foch 78700 Conflans-Sainte-Honorine France",49.0032,2.10724
"31, Avenue Georges Clemenceau 59300 Valenciennes France",50.3608,3.51999
"6, Rue Tronson du Coudray 75008 Paris France",48.8732,2.32272
"6, Rue de la Cornouaille 44300 Nantes France",47.2424,-1.5366
"74, Boulevard Périer 13008 Marseille France",43.2791,5.38243
"33, Rue de la Bienfaisance 75008 Paris France",48.8765,2.31528
", Rue de la Blancherie 33370 Artigues-près-Bordeaux France",44.8531,-0.503101
"17, Rue des Charpentiers 57070 Metz France",49.1109,6.23222
"97, Rue de Prony 75017 Paris France",48.8843,2.29932
",  26110 Nyons France",44.3619,5.14014
"21, Rue Jean-Pierre Timbaud 75011 Paris France",48.8654,2.36818
"18, Rue Eugène Sue 92500 Rueil-Malmaison France",48.8771,2.20225
"946, Boulevard Docteur Félix Escudier 83000 Toulon France",43.1341,5.94391
"5, Rue Lespagnol 75020 Paris France",48.8586,2.39246
"6, Boulevard Dubreuil 91400 Orsay France",48.6966,2.17915
"5, Rue Oberkampf 75011 Paris France",48.863,2.36784
"65, Boulevard de Courcelles 75008 Paris France",48.8787,2.30215
",  26110 Nyons France",44.3361,5.09892
"15, Rue Louis Blériot 92500 Rueil-Malmaison France",48.8896,2.16672
"7, Allée Jean Jaurès 81500 Lavaur France",43.6992,1.81511
"78, Rue Olivier de Serres 75015 Paris France",48.8332,2.29422
"167, Quai Ledru-Rollin 72100 Le Mans France",48.0127,0.196944
"8, Rue de l'Abbé Grégoire 54300 Lunéville France",48.5981,6.48206
"98, Rue de Lagny 75020 Paris France",48.8489,2.4101
",  88200 Saint-Nabord France",48.0472,6.57831
", Ranfaing 88200 Saint-Nabord France",48.0332,6.57786
"6, Rue Jules Méline 51430 Bezannes France",49.2158,4.00138
"102, Rue du Lac 31670 Labège France",43.5355,1.51674
", Avenue de Bourbon   Réunion",-20.9737,55.6477
", Avenue du Bourbon   Réunion",-20.9684,55.648
"31, L'Ourmède 31620 Castelnau-d'Estrétefonds France",43.7654,1.36851
"6, L'Ourmède 31620 Castelnau-d'Estrétefonds France",43.7648,1.3718
"1, Terrasse Limousin 57400 Sarrebourg France",48.7224,7.04409
"23, Allée Lavoisier 59650 Villeneuve-d'Ascq France",50.6434,3.14048
",  29470 Plougastel-Daoulas France",48.3741,-4.36911
"122, Avenue Charles de Gaulle 94370 Sucy-en-Brie France",48.7647,2.53425
"101, Rue Mazarin 33000 Bordeaux France",44.8273,-0.578926
"39, Rue des Belles Feuilles 75116 Paris France",48.8673,2.28146
"22, Rue Jacques Prévert 33700 Mérignac France",44.8432,-0.671116
"21, Rue de Lisbonne 75008 Paris France",48.8776,2.31421
"1, Rue Louis Proust 86000 Poitiers France",46.6049,0.331325
"35, Boulevard de Bonne Nouvelle 75002 Paris France",48.8704,2.3485
"14, Rue du Général Audran 92400 Courbevoie France",48.8905,2.25364
"21, Square Saint-Charles 75012 Paris France",48.8465,2.38924
"167, Avenue Jean Mermoz 64140 Lons France",43.3206,-0.37957
"3, Rue Bellanger 92300 Levallois-Perret France",48.8958,2.29541
"54, Avenue Pasteur 13760 Saint-Cannat France",43.6216,5.29431
"57, Boulevard de l'Embouchure 31200 Toulouse France",43.6137,1.42982
"15, Rue du Clos des Roseaux 63170 Pérignat-lès-Sarliève France",45.7266,3.14952
"1, Allée de Londres 91140 Villejust France",48.6849,2.20292
"11, Allée des Genêts 04200 Sisteron France",44.2305,5.91233
"19, Avenue Charles de Gaulle 71400 Autun France",46.9515,4.29738
"8, Impasse de l'Europe 89100 Maillot France",48.1788,3.29716
"55, Avenue Jean Mermoz 89000 Auxerre France",47.8148,3.5837
"41, Rue Monthyon 97471 Saint-Denis Réunion",-20.887,55.4569
", Rue Gustave Carriol 13116 Vernègues France",43.6927,5.20417
"58, Rue du Moulin du Président 89000 Auxerre France",47.8089,3.58141
"1, Rue du Bois de Trou 77700 Bailly-Romainvilliers France",48.8496,2.82134
"721, Rd 79 des Barthes 82700 Saint-Porquier France",44.0123,1.18165
"1, Rue Denis Poisson 75017 Paris France",48.8767,2.28728
"180, Avenue du Prado 13008 Marseille France",43.2778,5.38778
"44 ter, Boulevard Saint-Antoine 78150 Le Chesnay France",48.8175,2.12379
"170, Rue Pierre-Gilles de Gennes 83210 La Farlède France",43.1574,6.05153
"54, Rue de la Fontaine 13420 Gémenos France",43.2978,5.62405
"76, Avenue Jean Mermoz 93120 La Courneuve France",48.9318,2.40683
"46, Rue Rameau 59242 Templeuve France",50.5239,3.17655
"17, Rue Alfred Sauvy 31270 Cugnaux France",43.5367,1.35683
"2, Rue de l'Église 62860 Marquion France",50.211,3.08579
"1, Avenue des Marronniers 94130 Nogent-sur-Marne France",48.8332,2.47103
"15, Rue Godot de Mauroy 75009 Paris France",48.8712,2.32683
"7, Place de Boussu 59410 Anzin France",50.3691,3.50236
"3, Rue de Châtillon 92140 Clamart France",48.8015,2.26815
"23, Avenue Maréchal Foch 64100 Bayonne France",43.4939,-1.48256
"92, Rue de Miromesnil 75008 Paris France",48.8793,2.31571
"105, Rue des Mourettes 26000 Valence France",44.8937,4.89052
"59, Rue Victor Hugo 95480 Pierrelaye France",49.0231,2.1552
"12, Place de la Défense 92400 Courbevoie France",48.8911,2.24241
", Rue Aristide Berges 66330 Cabestany France",42.6907,2.92268
"10, Avenue Jean Baptiste Clément 92140 Clamart France",48.8001,2.2674
"44, Rue de Rennes 35830 Betton France",48.1761,-1.63976
", Place de la Défense  Paris France",48.8911,2.24182
"6, Rue de Porstrein 29200 Brest France",48.3822,-4.4876
"140 bis, Rue de Rennes 75006 Paris France",48.8456,2.32511
"10, Avenue de Saint-Etienne 42160 Andrézieux-Bouthéon France",45.5258,4.26481
"16, Rue Albert Einstein 77420 Champs-sur-Marne France",48.8353,2.58528
"17, Rue Joseph de Maistre 75018 Paris France",48.8863,2.33319
"8, Rue Louis Rège 13008 Marseille France",43.281,5.39003
"10, Place du Plenitre 61000 Alençon France",48.4299,0.0914219
"3, Rue de l'Aigle d'Or 78100 Saint-Germain-en-Laye France",48.8959,2.09478
"1, Rue Puits Gaillot 69001 Lyon France",45.7679,4.83445
"19, Place Saint-Aphrodise 34500 Béziers France",43.3471,3.21398
",  74100 Annemasse France",46.1933,6.23416
"4, Rue des Chauffours 95000 Cergy France",49.0406,2.07657
"22, Rue Aristide Briand 37300 Joué-lès-Tours France",47.3529,0.660227
"17B, Rue Alfred Sauvy 31270 Cugnaux France",43.5368,1.35622
"9, Rue Jean Baptiste Dantil 31240 Saint-Jean France",43.6541,1.5098
"140, Boulevard Haussmann 75008 Paris France",48.8755,2.31333
"42, Rue du Général Leclerc 94270 Le Kremlin-Bicêtre France",48.8131,2.35869
"6, Rue de la Grange Saint-Pierre 71850 Charnay-lès-Mâcon France",46.3097,4.81629
"46, Boulevard de Roux 13004 Marseille France",43.3072,5.40468
"123, Rue la Fayette 75010 Paris France",48.8784,2.35333
"44, Boulevard Denfert Rochereau 16100 Cognac France",45.6953,-0.32585
"40, Rue Colbert 92700 Colombes France",48.9112,2.23694
"13, Rue d'Aubuisson 31000 Toulouse France",43.6031,1.4528
"28, Avenue Maréchal Foch 06480 La Colle-sur-Loup France",43.6865,7.10588
"19, Quai de Rive Neuve 13007 Marseille France",43.2929,5.37025
"5, Rue François Cevert 33700 Mérignac France",44.8612,-0.647388
"11, Avenue de l'Opéra 75001 Paris France",48.8653,2.33434
"3, Avenue Paul Verlaine 38100 Grenoble France",45.1624,5.71372
"169, Rue Paul de Kock 93230 Romainville France",48.8921,2.43829
"136, Boulevard des Jardiniers 06200 Nice France",43.7092,7.19257
", Rue Paul Baudot 97100 Basse-Terre Guadeloupe",15.9977,-61.7316
"42, Route de Bischwiller 67300 Schiltigheim France",48.5999,7.74347
"11, Rue Quinette 02200 Soissons France",49.3847,3.32154
"26, Avenue du Port 83270 Saint-Cyr-sur-Mer France",43.1804,5.68689
"13, Rue de la Montjoie 93210 Saint-Denis France",48.9111,2.3625
"1, Rue de l'Aqueduc 94260 Fresnes France",48.759,2.32694
"1, Rue de Bretagne 68390 Sausheim France",47.7801,7.38939
"455, Promenade des Anglais 06200 Nice France",43.6695,7.21457
